System_Type,Type,Audience,Source,Status,Comment,Lengthinft,Jurisdiction,RPC,Shape_Length
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,502.512049629433079,Lyndon,NVDA,153.165667825749836
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,730.030129438431914,Lyndon,NVDA,222.513176332412399
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,32.666044299826801,Lyndon,NVDA,9.956609983975689
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1444.865686201593007,Lyndon,NVDA,440.395047061604032
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,420.241177584384559,Lyndon,NVDA,128.089506828856202
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,2749.922385906887939,Lyndon,NVDA,838.176316402777388
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,742.276102127502099,Lyndon,NVDA,226.245748688598667
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,449.808301173880182,Lyndon,NVDA,137.101565810548578
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1501.417715678343029,Lyndon,NVDA,457.632105094531596
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,239.642769460953900,Lyndon,NVDA,73.043113794319112
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1076.768291704933063,Lyndon,NVDA,328.198964809296740
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,401.080906891436484,Lyndon,NVDA,122.249456508527231
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,348.859688535718476,Lyndon,NVDA,106.332429663049240
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,120.379250438978389,Lyndon,NVDA,36.691594359669594
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,824.330247867129287,Lyndon,NVDA,251.255851509713750
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing,FM,2334.609562982185707,Lyndon,NVDA,711.588972026123088
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,321.254741386252192,Lyndon,NVDA,97.918442041139528
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,404.237355888027992,Lyndon,NVDA,123.211542131901581
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1262.528056410698127,Lyndon,NVDA,384.818539279787501
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,222.937747377952206,Lyndon,NVDA,67.951423226354294
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,519.396281421433400,Lyndon,NVDA,158.311981511269494
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,2319.208616043576512,Lyndon,NVDA,706.894763549449749
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,419.154470319757934,Lyndon,NVDA,127.758278465197307
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,405.117037683231558,Lyndon,NVDA,123.479669134499559
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,261.222233272933920,Lyndon,NVDA,79.620534153733175
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1449.375752172697958,Lyndon,NVDA,441.769715125607490
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,987.760334924167296,Lyndon,NVDA,301.069340450667312
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1070.374781999975312,Lyndon,NVDA,326.250223113585321
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1226.520389755820361,Lyndon,NVDA,373.843402834585163
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,780.782098249423598,Lyndon,NVDA,237.982375930988269
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,370.646620856646507,Lyndon,NVDA,112.973086421967082
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,422.701368018667608,Lyndon,NVDA,128.839372849229960
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,806.606956570771672,Lyndon,NVDA,245.853792495449852
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,3130.848106754955097,Lyndon,NVDA,954.282472401871246
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1205.764637532877032,Lyndon,NVDA,367.517049759475356
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,519.230398522190967,Lyndon,NVDA,158.261420405198351
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,586.415193674090006,Lyndon,NVDA,178.739345312203568
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,900.764582891459099,Lyndon,NVDA,274.553036079619574
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1308.892389359835533,Lyndon,NVDA,398.950387510465475
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,409.025360455889597,Lyndon,NVDA,124.670925877485516
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,503.149456012894007,Lyndon,NVDA,153.359949285211712
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,136.668401608148145,Lyndon,NVDA,41.656527477154675
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,553.940778693356492,Lyndon,NVDA,168.841143942818462
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,81.173382683974467,Lyndon,NVDA,24.741646250342736
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,595.312095803866896,Lyndon,NVDA,181.451120994582766
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,367.560219878604187,Lyndon,NVDA,112.032351433963314
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,145.437640746128835,Lyndon,NVDA,44.329391480879544
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,405.562692377357052,Lyndon,NVDA,123.615504680922285
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,286.745213211628425,Lyndon,NVDA,87.399938190106326
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1004.001535541593285,Lyndon,NVDA,306.019658240448564
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,669.979275435988825,Lyndon,NVDA,204.209676618179742
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,890.495768476103081,Lyndon,NVDA,271.423101545976976
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,2997.663213668937715,Lyndon,NVDA,913.687718288285282
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,812.822185415777085,Lyndon,NVDA,247.748194186786634
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1231.845849007874676,Lyndon,NVDA,375.466602762668913
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1116.314051730974143,Lyndon,NVDA,340.252512079520500
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,423.975764412375838,Lyndon,NVDA,129.227808857602270
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,918.490682719847996,Lyndon,NVDA,279.955951134419252
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,606.468134879269883,Lyndon,NVDA,184.851481595954056
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,3412.171800666758827,Lyndon,NVDA,1040.029931562270349
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1587.834008280293801,Lyndon,NVDA,483.971790236736297
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1942.562143073055950,Lyndon,NVDA,592.092922261693957
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,200.012379944415244,Lyndon,NVDA,60.963771456217081
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,2262.271902215628870,Lyndon,NVDA,689.540453730029185
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,52.728020059749596,Lyndon,NVDA,16.071499999923677
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,32.012652164355401,Lyndon,NVDA,9.757456067456932
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,87.929064973359530,Lyndon,NVDA,26.800778146255084
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,394.069778957008964,Lyndon,NVDA,120.112464782497455
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,571.524636143416728,Lyndon,NVDA,174.200703522090890
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,585.360152615240963,Lyndon,NVDA,178.417768807756829
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,898.429932667934054,Lyndon,NVDA,273.841434714260402
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1394.650937213145198,Lyndon,NVDA,425.089592059699726
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,395.645179320152920,Lyndon,NVDA,120.592646797817906
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,2639.911971039375203,Lyndon,NVDA,804.645143024157051
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,249.906387447182368,Lyndon,NVDA,76.171464456414327
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1573.629482825975174,Lyndon,NVDA,479.642251016805176
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,346.553366412857542,Lyndon,NVDA,105.629462702496170
Wastewater,,Public,Data Collected in Field,Existing,From sewer plant,68.940282328747458,Lunenburg,NVDA,21.012997381386310
Wastewater,,Public,Data from Municipality,Existing,WWTP Outfall,306.501931898745624,Lunenburg,NVDA,93.421785853240522
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,376.622904370589254,Lunenburg,NVDA,114.794657578726557
Wastewater,Sanitary Line,Public,Contractor GIS/GPS,Abandoned, ,438.648877324581520,Lunenburg,NVDA,133.700173530126904
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,199.096386999025867,Lunenburg,NVDA,60.684576815396625
Wastewater,Sanitary Line,Public,Contractor GIS/GPS,Abandoned, ,39.988535055359250,Lunenburg,NVDA,12.188505094841338
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,993.015168665516057,Lunenburg,NVDA,302.671013723776866
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,436.699562566031318,Lunenburg,NVDA,133.106022410733630
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,584.261109021777315,Lunenburg,NVDA,178.082780331188758
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,1102.171471875790985,Lunenburg,NVDA,335.941853877601773
Wastewater,Sanitary Line,Public,Contractor GIS/GPS,Abandoned, ,41.296131604177724,Lunenburg,NVDA,12.587060510167433
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,89.918814360031575,Lunenburg,NVDA,27.407253739905503
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,699.237996152129540,Lunenburg,NVDA,213.127734407081590
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,141.232821782638098,Lunenburg,NVDA,43.047762701819686
Wastewater,Sanitary Line,Public,Contractor GIS/GPS,Abandoned, ,37.805042766154870,Lunenburg,NVDA,11.522976666388752
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Abandoned, ,135.144221673698070,Lunenburg,NVDA,41.191957448000537
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,410.433625480001410,Lunenburg,NVDA,125.100165043099153
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,757.074092139692652,Lunenburg,NVDA,230.756175899980690
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,621.686380712631376,Lunenburg,NVDA,189.490002777529952
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Abandoned, ,260.896585472054653,Lunenburg,NVDA,79.521276707201409
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,461.504849267243685,Lunenburg,NVDA,140.666673555322319
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,334.698102008644128,Lunenburg,NVDA,102.015978227723423
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,213.577730939477334,Lunenburg,NVDA,65.098490307201004
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Abandoned, ,391.895057340632150,Lunenburg,NVDA,119.449609655037179
Combined,Combined Sewer,Public,Wastewater Division Plans,Existing,Sewer overflow,264.576171544256454,Lunenburg,NVDA,80.642814506119308
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,1810.826465599473750,Lunenburg,NVDA,551.939889052643139
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,430.426761905202227,Lunenburg,NVDA,131.194072830495315
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,1852.403087710815271,Lunenburg,NVDA,564.612443066658329
Wastewater,Sanitary Line,Public,Contractor GIS/GPS,Abandoned, ,41.296272542930112,Lunenburg,NVDA,12.587103468297787
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Abandoned, ,286.197759992695410,Lunenburg,NVDA,87.233074454315172
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,191.303719058453908,Jay,NVDA,58.309371703116859
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,63.424443830284943,Jay,NVDA,19.331769860854216
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,304.173129476676877,Jay,NVDA,92.711966897708180
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,278.125956212459755,Jay,NVDA,84.772788740828489
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,35.167755155388832,Jay,NVDA,10.719131428350311
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,554.333311510230260,Jay,NVDA,168.960787941572960
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,347.413446706296440,Jay,NVDA,105.891615167547471
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,26.302858195550630,Jay,NVDA,8.017110921456283
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,326.643313997872667,Jay,NVDA,99.560878920603471
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,69.131947504570533,Jay,NVDA,21.071416925107759
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,161.620118263432829,Jay,NVDA,49.261810470316391
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1004.458013701455570,Jay,NVDA,306.158792779122280
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,11.284701549071716,Jay,NVDA,3.439576922090598
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,182.863310892057541,Jay,NVDA,55.736735376323608
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,303.088973236692880,Jay,NVDA,92.381516086335481
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,13.900473739417498,Jay,NVDA,4.236864260194797
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,271.021682839203095,Jay,NVDA,82.607406285952109
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,194.273303863466367,Jay,NVDA,59.214501122720513
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,76.062617730581891,Jay,NVDA,23.183885142397035
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,17.182855048679588,Jay,NVDA,5.237334051242849
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,150.136355557898867,Jay,NVDA,45.761559709677663
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,93.008729963843876,Jay,NVDA,28.349059985809692
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,839.556990362855117,Jay,NVDA,255.896962473895456
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,232.485200579551105,Jay,NVDA,70.861486869079599
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,298.219185281803220,Jay,NVDA,90.897204765183062
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,105.557732473547205,Jay,NVDA,32.173995828369321
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,549.009296788689653,Jay,NVDA,167.338028306375691
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,104.032182084000198,Jay,NVDA,31.709008084515002
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,63.588684299402061,Jay,NVDA,19.381830354239177
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,28.714362959451115,Jay,NVDA,8.752137549972298
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,213.106100322434656,Jay,NVDA,64.954737299726489
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,980.723181015392697,Jay,NVDA,298.924416007910395
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,151.643096464523040,Jay,NVDA,46.220814323320567
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,168.369999277776458,Jay,NVDA,51.319174137652695
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,220.967669915390047,Jay,NVDA,67.350943634980695
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,177.330348536609961,Jay,NVDA,54.050288504349489
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,222.445114204694192,Jay,NVDA,67.801268639950194
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,500.556239481438240,Jay,NVDA,152.569536911717194
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,97.569872180703342,Jay,NVDA,29.739296089020904
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1015.306048705126841,Jay,NVDA,309.465273742433908
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,45.433837351076448,Jay,NVDA,13.848233181464639
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,990.063329505513707,Jay,NVDA,301.771293176599215
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,129.591452623278883,Jay,NVDA,39.499473495592248
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,218.277218187987359,Jay,NVDA,66.530893974709940
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,73.445251473015333,Jay,NVDA,22.386111932619492
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,244.676214783054917,Jay,NVDA,74.577307879401289
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,298.727338995590685,Jay,NVDA,91.052090012189154
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,305.755133081484018,Jay,NVDA,93.194161581023167
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,53.836444915780774,Jay,NVDA,16.409347885230847
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,989.859829403870322,Jay,NVDA,301.709266347603148
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1306.316124819390780,Jay,NVDA,398.165142103665744
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1074.657604100304525,Jay,NVDA,327.555627247992732
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,17.004798300931302,Jay,NVDA,5.183062356265865
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,64.632635313199401,Jay,NVDA,19.700026613062324
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,46.168596861926375,Jay,NVDA,14.072187873205147
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,807.540345394070755,Jay,NVDA,246.138289399687523
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,152.604856548835556,Jay,NVDA,46.513958787638394
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,173.757543729122631,Jay,NVDA,52.961297633875056
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,47.198320964363866,Jay,NVDA,14.386047769584577
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,259.447669887458403,Jay,NVDA,79.079647251148614
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,720.551302094051721,Jay,NVDA,219.624029850298001
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,13.408197998144802,Jay,NVDA,4.086818619056340
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,51.777037171238554,Jay,NVDA,15.781640424781019
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,114.625559268302439,Jay,NVDA,34.937869346966764
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,50.705557196900862,Jay,NVDA,15.455053339053677
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,24.308695998309517,Jay,NVDA,7.409290303187451
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,427.239564349180284,Jay,NVDA,130.222615046506462
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,400.122318136440924,Jay,NVDA,121.957278665354281
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,185.092220413885542,Jay,NVDA,56.416106976836893
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,62.022479823030295,Jay,NVDA,18.904451245117194
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,122.175176791460132,Jay,NVDA,37.238992694389282
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,108.680740780973991,Jay,NVDA,33.125888730012434
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,22.408915251400963,Jay,NVDA,6.830237150059425
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,365.259540690629024,Jay,NVDA,111.331104439908387
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,38.791380768235868,Jay,NVDA,11.823612479802694
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1062.998406200121963,Jay,NVDA,324.001903841736237
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,215.559485549105489,Jay,NVDA,65.702529092886422
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,52.631886604762229,Jay,NVDA,16.042198523781174
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,19.513827400133330,Jay,NVDA,5.947814401230578
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,297.618154830375204,Jay,NVDA,90.714010689450021
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,781.354162822922149,Jay,NVDA,238.156741207410960
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,883.303832763581568,Jay,NVDA,269.230999610947663
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,440.328799142979506,Jay,NVDA,134.212213683989319
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,247.624213913032435,Jay,NVDA,75.475857985464827
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,12.647623380312144,Jay,NVDA,3.854995482959286
Wastewater,Sanitary Line,Private,Data Collected in Field,Existing, ,101.008015201594176,Jay,NVDA,30.787242048254161
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,29.412576605004855,Jay,NVDA,8.964953062326982
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,112.663682342520772,Jay,NVDA,34.339889279123874
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,71.377483282605652,Jay,NVDA,21.755856208350806
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,206.939419047397536,Jay,NVDA,63.075132907242519
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,146.044187529623912,Jay,NVDA,44.514266934572824
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1117.932929176606422,Jay,NVDA,340.745945909159389
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,160.663427484541216,Jay,NVDA,48.970211130241410
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,95.561806462240838,Jay,NVDA,29.127237677619402
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,51.343254311825447,Jay,NVDA,15.649423413462847
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,314.951904410790803,Jay,NVDA,95.997337392494245
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,87.539235465604264,Jay,NVDA,26.681958116093519
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,19.832325245340311,Jay,NVDA,6.044892541343165
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,22.007305647914663,Jay,NVDA,6.707826546833940
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,90.992844723895814,Jay,NVDA,27.734618184335663
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1081.306467307580533,Jay,NVDA,329.582200688720093
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,63.417029261210104,Jay,NVDA,19.329509900272523
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,14.666346124279745,Jay,NVDA,4.470302155630797
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,232.172640065398554,Jay,NVDA,70.766218427414486
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Abandoned, ,275.148137148528235,Jay,NVDA,83.865149519186630
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,20.891186024707181,Jay,NVDA,6.367633296566483
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1043.468163390594555,Jay,NVDA,318.049086023882467
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,30.842862731021548,Jay,NVDA,9.400904259586431
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,32.130576921872034,Jay,NVDA,9.793399532397810
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,140.055775008304522,Jay,NVDA,42.688998856483259
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,254.942469813863909,Jay,NVDA,77.706462312658928
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,255.625218429995044,Jay,NVDA,77.914564084196442
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,124.941537131289749,Jay,NVDA,38.082179298987377
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,29.013799133873135,Jay,NVDA,8.843405693015550
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1066.898312562077763,Jay,NVDA,325.190595262822228
Wastewater,Sanitary Line,Private,Town Plan Interpretation,Existing, ,59.597225562361935,Jay,NVDA,18.165233770120437
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,149.484467892577896,Jay,NVDA,45.562864355646084
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,387.850403639302272,Jay,NVDA,118.216799246321756
Wastewater,Sanitary Line,Private,Wastewater Division Plans,Existing, ,1014.731786197380757,Jay,NVDA,309.290238535674007
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,46.935901232107113,Jay,NVDA,14.306062237752258
Wastewater,Sanitary Line,Private,Stormwater Permit Plam Interpretation,Existing, ,270.352802920912495,Jay,NVDA,82.403531693381112
